"_id","CustomerId","Date","PaymentMethod","Items"
"ObjectId(""6296b205fc39a43814675002"")",1395,"2019-08-10T16:04:11.000Z","{""Cash"":""Cash""}","[{""ProductId"":10450,""Amount"":2},{""ProductId"":10416,""Amount"":6},{""ProductId"":10133,""Amount"":3},{""ProductId"":10224,""Amount"":1},{""ProductId"":10263,""Amount"":3},{""ProductId"":10295,""Amount"":2},{""ProductId"":10217,""Amount"":0},{""ProductId"":10115,""Amount"":6},{""ProductId"":10411,""Amount"":3},{""ProductId"":10102,""Amount"":2},{""ProductId"":10139,""Amount"":3},{""ProductId"":10165,""Amount"":3},{""ProductId"":10049,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814675003"")",1049,"2019-01-16T15:23:40.000Z","{""Credit"":{""Quotes"":5,""Back"":""Banco Falabella""}}","[{""ProductId"":10494,""Amount"":0},{""ProductId"":10482,""Amount"":0}]"
"ObjectId(""6296b205fc39a43814675004"")",1178,"2020-07-03T20:53:08.000Z","{""Credit"":{""Quotes"":6,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10214,""Amount"":9},{""ProductId"":10021,""Amount"":3},{""ProductId"":10090,""Amount"":1},{""ProductId"":10190,""Amount"":5},{""ProductId"":10329,""Amount"":3},{""ProductId"":10314,""Amount"":4},{""ProductId"":10324,""Amount"":6},{""ProductId"":10209,""Amount"":1},{""ProductId"":10010,""Amount"":8},{""ProductId"":10069,""Amount"":1},{""ProductId"":10200,""Amount"":4},{""ProductId"":10403,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675005"")",1877,"2020-08-26T22:59:42.000Z","{""Credit"":{""Quotes"":6,""Back"":""Banco Falabella""}}","[{""ProductId"":10094,""Amount"":4},{""ProductId"":10188,""Amount"":2},{""ProductId"":10064,""Amount"":0},{""ProductId"":10012,""Amount"":1},{""ProductId"":10446,""Amount"":5},{""ProductId"":10011,""Amount"":4},{""ProductId"":10406,""Amount"":1},{""ProductId"":10094,""Amount"":4},{""ProductId"":10073,""Amount"":4},{""ProductId"":10485,""Amount"":2},{""ProductId"":10269,""Amount"":5},{""ProductId"":10339,""Amount"":1},{""ProductId"":10289,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675006"")",1370,"2020-03-13T14:55:40.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10493,""Amount"":7},{""ProductId"":10498,""Amount"":1},{""ProductId"":10499,""Amount"":3},{""ProductId"":10368,""Amount"":4},{""ProductId"":10473,""Amount"":1},{""ProductId"":10186,""Amount"":2},{""ProductId"":10419,""Amount"":3},{""ProductId"":10440,""Amount"":1},{""ProductId"":10222,""Amount"":11},{""ProductId"":10363,""Amount"":6},{""ProductId"":10011,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675007"")",1330,"2020-08-11T05:32:10.000Z","{""Cash"":""Debit""}","[{""ProductId"":10260,""Amount"":0},{""ProductId"":10261,""Amount"":2},{""ProductId"":10190,""Amount"":5},{""ProductId"":10355,""Amount"":0},{""ProductId"":10182,""Amount"":2},{""ProductId"":10213,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675008"")",1415,"2020-09-04T23:29:59.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10006,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675009"")",1718,"2019-05-01T19:33:32.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10081,""Amount"":5},{""ProductId"":10063,""Amount"":1},{""ProductId"":10050,""Amount"":1},{""ProductId"":10385,""Amount"":0},{""ProductId"":10367,""Amount"":2},{""ProductId"":10412,""Amount"":8},{""ProductId"":10368,""Amount"":4},{""ProductId"":10453,""Amount"":0},{""ProductId"":10015,""Amount"":7},{""ProductId"":10054,""Amount"":1},{""ProductId"":10026,""Amount"":3},{""ProductId"":10317,""Amount"":2},{""ProductId"":10044,""Amount"":1},{""ProductId"":10418,""Amount"":7},{""ProductId"":10439,""Amount"":3},{""ProductId"":10431,""Amount"":5},{""ProductId"":10445,""Amount"":4},{""ProductId"":10490,""Amount"":2},{""ProductId"":10139,""Amount"":3}]"
"ObjectId(""6296b205fc39a4381467500a"")",1556,"2020-11-15T23:54:04.000Z","{""Cash"":""Debit""}","[{""ProductId"":10149,""Amount"":2},{""ProductId"":10072,""Amount"":2},{""ProductId"":10190,""Amount"":5},{""ProductId"":10232,""Amount"":5},{""ProductId"":10200,""Amount"":4},{""ProductId"":10312,""Amount"":1},{""ProductId"":10338,""Amount"":4},{""ProductId"":10445,""Amount"":4},{""ProductId"":10373,""Amount"":1},{""ProductId"":10362,""Amount"":4},{""ProductId"":10072,""Amount"":2},{""ProductId"":10292,""Amount"":1}]"
"ObjectId(""6296b205fc39a4381467500b"")",1825,"2019-10-15T17:42:04.000Z","{""Cash"":""Debit""}","[{""ProductId"":10219,""Amount"":2},{""ProductId"":10441,""Amount"":2},{""ProductId"":10033,""Amount"":1},{""ProductId"":10019,""Amount"":3},{""ProductId"":10350,""Amount"":3},{""ProductId"":10163,""Amount"":0},{""ProductId"":10253,""Amount"":1},{""ProductId"":10319,""Amount"":0},{""ProductId"":10293,""Amount"":0},{""ProductId"":10371,""Amount"":2},{""ProductId"":10300,""Amount"":2},{""ProductId"":10143,""Amount"":1},{""ProductId"":10356,""Amount"":4},{""ProductId"":10124,""Amount"":0},{""ProductId"":10202,""Amount"":1},{""ProductId"":10220,""Amount"":0},{""ProductId"":10428,""Amount"":1},{""ProductId"":10448,""Amount"":1},{""ProductId"":10194,""Amount"":3}]"
"ObjectId(""6296b205fc39a4381467500c"")",1504,"2019-07-21T16:11:47.000Z","{""Credit"":{""Quotes"":5,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10446,""Amount"":5},{""ProductId"":10445,""Amount"":4},{""ProductId"":10019,""Amount"":3},{""ProductId"":10002,""Amount"":0}]"
"ObjectId(""6296b205fc39a4381467500d"")",1236,"2020-02-27T01:19:18.000Z","{""Credit"":{""Quotes"":3,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10137,""Amount"":2},{""ProductId"":10163,""Amount"":0},{""ProductId"":10373,""Amount"":1}]"
"ObjectId(""6296b205fc39a4381467500e"")",1708,"2020-07-11T02:27:16.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10139,""Amount"":3},{""ProductId"":10363,""Amount"":6},{""ProductId"":10350,""Amount"":3},{""ProductId"":10173,""Amount"":0},{""ProductId"":10081,""Amount"":5},{""ProductId"":10299,""Amount"":2},{""ProductId"":10144,""Amount"":1},{""ProductId"":10448,""Amount"":1},{""ProductId"":10019,""Amount"":3},{""ProductId"":10222,""Amount"":11},{""ProductId"":10418,""Amount"":7},{""ProductId"":10189,""Amount"":2},{""ProductId"":10280,""Amount"":3},{""ProductId"":10262,""Amount"":2},{""ProductId"":10348,""Amount"":3}]"
"ObjectId(""6296b205fc39a4381467500f"")",1315,"2019-05-04T12:52:20.000Z","{""Cash"":""Debit""}","[{""ProductId"":10464,""Amount"":3},{""ProductId"":10103,""Amount"":3},{""ProductId"":10133,""Amount"":3},{""ProductId"":10018,""Amount"":1},{""ProductId"":10258,""Amount"":1},{""ProductId"":10283,""Amount"":4},{""ProductId"":10498,""Amount"":1},{""ProductId"":10049,""Amount"":3},{""ProductId"":10489,""Amount"":0},{""ProductId"":10143,""Amount"":1},{""ProductId"":10205,""Amount"":4},{""ProductId"":10457,""Amount"":2},{""ProductId"":10333,""Amount"":2},{""ProductId"":10011,""Amount"":4},{""ProductId"":10463,""Amount"":3},{""ProductId"":10446,""Amount"":5}]"
"ObjectId(""6296b205fc39a43814675010"")",1111,"2019-11-17T07:20:28.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10323,""Amount"":1},{""ProductId"":10118,""Amount"":2},{""ProductId"":10178,""Amount"":1},{""ProductId"":10038,""Amount"":2},{""ProductId"":10317,""Amount"":2},{""ProductId"":10214,""Amount"":9},{""ProductId"":10134,""Amount"":9},{""ProductId"":10429,""Amount"":0},{""ProductId"":10082,""Amount"":1},{""ProductId"":10045,""Amount"":5},{""ProductId"":10201,""Amount"":1},{""ProductId"":10412,""Amount"":8},{""ProductId"":10438,""Amount"":0},{""ProductId"":10007,""Amount"":3},{""ProductId"":10067,""Amount"":6},{""ProductId"":10266,""Amount"":2},{""ProductId"":10061,""Amount"":4},{""ProductId"":10122,""Amount"":5}]"
"ObjectId(""6296b205fc39a43814675011"")",1794,"2019-06-04T18:29:29.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10476,""Amount"":2},{""ProductId"":10011,""Amount"":4},{""ProductId"":10499,""Amount"":3},{""ProductId"":10469,""Amount"":1},{""ProductId"":10070,""Amount"":1},{""ProductId"":10269,""Amount"":5}]"
"ObjectId(""6296b205fc39a43814675012"")",1001,"2019-03-16T08:38:07.000Z","{""Credit"":{""Quotes"":3,""Back"":""Banco Pichincha""}}","[{""ProductId"":10258,""Amount"":1},{""ProductId"":10450,""Amount"":2},{""ProductId"":10312,""Amount"":1},{""ProductId"":10384,""Amount"":0},{""ProductId"":10283,""Amount"":4},{""ProductId"":10492,""Amount"":3},{""ProductId"":10262,""Amount"":2},{""ProductId"":10471,""Amount"":6},{""ProductId"":10425,""Amount"":4},{""ProductId"":10366,""Amount"":2},{""ProductId"":10331,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675013"")",1448,"2020-03-24T07:13:19.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10089,""Amount"":3},{""ProductId"":10254,""Amount"":1},{""ProductId"":10407,""Amount"":0},{""ProductId"":10097,""Amount"":0},{""ProductId"":10180,""Amount"":1},{""ProductId"":10321,""Amount"":11},{""ProductId"":10406,""Amount"":1},{""ProductId"":10182,""Amount"":2},{""ProductId"":10028,""Amount"":0},{""ProductId"":10330,""Amount"":0},{""ProductId"":10321,""Amount"":11},{""ProductId"":10398,""Amount"":2},{""ProductId"":10017,""Amount"":0},{""ProductId"":10217,""Amount"":0},{""ProductId"":10481,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675014"")",1209,"2019-03-01T01:41:07.000Z","{""Cash"":""Debit""}","[{""ProductId"":10399,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675015"")",1559,"2019-03-01T12:35:49.000Z","{""Cash"":""Debit""}","[{""ProductId"":10219,""Amount"":2},{""ProductId"":10214,""Amount"":9},{""ProductId"":10235,""Amount"":4},{""ProductId"":10101,""Amount"":4},{""ProductId"":10380,""Amount"":1},{""ProductId"":10418,""Amount"":7},{""ProductId"":10363,""Amount"":6},{""ProductId"":10326,""Amount"":1},{""ProductId"":10318,""Amount"":1},{""ProductId"":10453,""Amount"":0},{""ProductId"":10076,""Amount"":0},{""ProductId"":10087,""Amount"":1},{""ProductId"":10370,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675016"")",1331,"2020-07-17T19:03:36.000Z","{""Cash"":""Cash""}","[{""ProductId"":10499,""Amount"":3},{""ProductId"":10081,""Amount"":5},{""ProductId"":10447,""Amount"":3},{""ProductId"":10412,""Amount"":8},{""ProductId"":10122,""Amount"":5},{""ProductId"":10348,""Amount"":3},{""ProductId"":10306,""Amount"":2},{""ProductId"":10371,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675017"")",1648,"2019-10-13T02:24:32.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10283,""Amount"":4},{""ProductId"":10466,""Amount"":0},{""ProductId"":10455,""Amount"":3},{""ProductId"":10324,""Amount"":6},{""ProductId"":10340,""Amount"":1},{""ProductId"":10021,""Amount"":3},{""ProductId"":10351,""Amount"":0},{""ProductId"":10266,""Amount"":2},{""ProductId"":10090,""Amount"":1},{""ProductId"":10126,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675018"")",1457,"2019-11-16T11:11:57.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10225,""Amount"":7},{""ProductId"":10375,""Amount"":4},{""ProductId"":10232,""Amount"":5},{""ProductId"":10046,""Amount"":1},{""ProductId"":10088,""Amount"":0},{""ProductId"":10469,""Amount"":1},{""ProductId"":10194,""Amount"":3},{""ProductId"":10186,""Amount"":2},{""ProductId"":10252,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814675019"")",1701,"2020-04-09T05:30:30.000Z","{""Cash"":""Cash""}","[{""ProductId"":10238,""Amount"":2},{""ProductId"":10301,""Amount"":2},{""ProductId"":10363,""Amount"":6},{""ProductId"":10010,""Amount"":8},{""ProductId"":10417,""Amount"":2}]"
"ObjectId(""6296b205fc39a4381467501a"")",1228,"2019-08-15T10:12:12.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10416,""Amount"":6},{""ProductId"":10499,""Amount"":3},{""ProductId"":10233,""Amount"":2},{""ProductId"":10128,""Amount"":3},{""ProductId"":10091,""Amount"":0},{""ProductId"":10219,""Amount"":2},{""ProductId"":10415,""Amount"":1},{""ProductId"":10122,""Amount"":5},{""ProductId"":10475,""Amount"":3},{""ProductId"":10104,""Amount"":1},{""ProductId"":10113,""Amount"":2}]"
"ObjectId(""6296b205fc39a4381467501b"")",1296,"2019-08-19T12:49:25.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Ripley""}}","[{""ProductId"":10462,""Amount"":1},{""ProductId"":10026,""Amount"":3},{""ProductId"":10321,""Amount"":11},{""ProductId"":10292,""Amount"":1},{""ProductId"":10299,""Amount"":2},{""ProductId"":10431,""Amount"":5},{""ProductId"":10040,""Amount"":0},{""ProductId"":10434,""Amount"":2},{""ProductId"":10089,""Amount"":3},{""ProductId"":10115,""Amount"":6},{""ProductId"":10490,""Amount"":2},{""ProductId"":10445,""Amount"":4},{""ProductId"":10454,""Amount"":1},{""ProductId"":10125,""Amount"":1},{""ProductId"":10131,""Amount"":0},{""ProductId"":10263,""Amount"":3},{""ProductId"":10067,""Amount"":6},{""ProductId"":10083,""Amount"":2},{""ProductId"":10464,""Amount"":3}]"
"ObjectId(""6296b205fc39a4381467501c"")",1806,"2020-04-10T16:54:15.000Z","{""Cash"":""Cash""}","[{""ProductId"":10475,""Amount"":3},{""ProductId"":10083,""Amount"":2},{""ProductId"":10004,""Amount"":1},{""ProductId"":10066,""Amount"":1},{""ProductId"":10156,""Amount"":1},{""ProductId"":10128,""Amount"":3},{""ProductId"":10403,""Amount"":4},{""ProductId"":10205,""Amount"":4},{""ProductId"":10412,""Amount"":8}]"
"ObjectId(""6296b205fc39a4381467501d"")",1835,"2019-02-23T06:58:41.000Z","{""Credit"":{""Quotes"":6,""Back"":""Banco Falabella""}}","[{""ProductId"":10190,""Amount"":5},{""ProductId"":10045,""Amount"":5},{""ProductId"":10209,""Amount"":1},{""ProductId"":10235,""Amount"":4},{""ProductId"":10423,""Amount"":2},{""ProductId"":10171,""Amount"":2},{""ProductId"":10194,""Amount"":3},{""ProductId"":10476,""Amount"":2},{""ProductId"":10182,""Amount"":2},{""ProductId"":10031,""Amount"":4},{""ProductId"":10286,""Amount"":4},{""ProductId"":10061,""Amount"":4},{""ProductId"":10236,""Amount"":1},{""ProductId"":10057,""Amount"":3},{""ProductId"":10499,""Amount"":3},{""ProductId"":10169,""Amount"":2},{""ProductId"":10213,""Amount"":4}]"
"ObjectId(""6296b205fc39a4381467501e"")",1901,"2020-04-20T04:35:05.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10275,""Amount"":3},{""ProductId"":10244,""Amount"":1},{""ProductId"":10353,""Amount"":3},{""ProductId"":10306,""Amount"":2}]"
"ObjectId(""6296b205fc39a4381467501f"")",1159,"2020-09-25T04:40:31.000Z","{""Cash"":""Cash""}","[{""ProductId"":10112,""Amount"":3},{""ProductId"":10178,""Amount"":1},{""ProductId"":10127,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814675020"")",1583,"2020-10-17T11:43:44.000Z","{""Cash"":""Cash""}","[{""ProductId"":10160,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675021"")",1283,"2020-06-07T05:37:20.000Z","{""Cash"":""Cash""}","[{""ProductId"":10375,""Amount"":4},{""ProductId"":10214,""Amount"":9}]"
"ObjectId(""6296b205fc39a43814675022"")",1459,"2019-09-27T11:43:48.000Z","{""Cash"":""Cash""}","[{""ProductId"":10321,""Amount"":11},{""ProductId"":10362,""Amount"":4},{""ProductId"":10375,""Amount"":4},{""ProductId"":10368,""Amount"":4},{""ProductId"":10266,""Amount"":2},{""ProductId"":10300,""Amount"":2},{""ProductId"":10286,""Amount"":4},{""ProductId"":10342,""Amount"":5},{""ProductId"":10073,""Amount"":4},{""ProductId"":10082,""Amount"":1},{""ProductId"":10057,""Amount"":3},{""ProductId"":10055,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675023"")",1222,"2020-11-18T11:09:35.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10445,""Amount"":4},{""ProductId"":10120,""Amount"":4},{""ProductId"":10321,""Amount"":11},{""ProductId"":10055,""Amount"":1},{""ProductId"":10291,""Amount"":0},{""ProductId"":10190,""Amount"":5},{""ProductId"":10400,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675024"")",1760,"2019-01-02T12:21:59.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Pichincha""}}","[{""ProductId"":10049,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814675025"")",1119,"2020-07-04T09:09:44.000Z","{""Credit"":{""Quotes"":3,""Back"":""BBVA""}}","[{""ProductId"":10046,""Amount"":1},{""ProductId"":10179,""Amount"":5},{""ProductId"":10243,""Amount"":0},{""ProductId"":10026,""Amount"":3},{""ProductId"":10333,""Amount"":2},{""ProductId"":10404,""Amount"":3},{""ProductId"":10458,""Amount"":1},{""ProductId"":10368,""Amount"":4},{""ProductId"":10230,""Amount"":4},{""ProductId"":10464,""Amount"":3},{""ProductId"":10404,""Amount"":3},{""ProductId"":10138,""Amount"":3},{""ProductId"":10139,""Amount"":3},{""ProductId"":10110,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675026"")",1732,"2019-10-20T22:26:45.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10419,""Amount"":3},{""ProductId"":10073,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675027"")",1120,"2019-03-25T05:06:52.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10361,""Amount"":2},{""ProductId"":10131,""Amount"":0},{""ProductId"":10212,""Amount"":2},{""ProductId"":10421,""Amount"":1},{""ProductId"":10108,""Amount"":3},{""ProductId"":10215,""Amount"":1},{""ProductId"":10108,""Amount"":3},{""ProductId"":10397,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675028"")",1264,"2019-05-03T01:52:08.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Ripley""}}","[{""ProductId"":10023,""Amount"":1},{""ProductId"":10472,""Amount"":0},{""ProductId"":10411,""Amount"":3},{""ProductId"":10295,""Amount"":2},{""ProductId"":10186,""Amount"":2},{""ProductId"":10062,""Amount"":4},{""ProductId"":10437,""Amount"":3},{""ProductId"":10165,""Amount"":3},{""ProductId"":10348,""Amount"":3},{""ProductId"":10403,""Amount"":4},{""ProductId"":10457,""Amount"":2},{""ProductId"":10321,""Amount"":11},{""ProductId"":10439,""Amount"":3},{""ProductId"":10338,""Amount"":4},{""ProductId"":10356,""Amount"":4},{""ProductId"":10409,""Amount"":0},{""ProductId"":10064,""Amount"":0},{""ProductId"":10386,""Amount"":0},{""ProductId"":10316,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675029"")",1544,"2020-10-06T14:56:25.000Z","{""Credit"":{""Quotes"":4,""Back"":""BBVA""}}","[{""ProductId"":10155,""Amount"":4},{""ProductId"":10222,""Amount"":11},{""ProductId"":10194,""Amount"":3},{""ProductId"":10485,""Amount"":2},{""ProductId"":10062,""Amount"":4},{""ProductId"":10464,""Amount"":3},{""ProductId"":10314,""Amount"":4},{""ProductId"":10225,""Amount"":7},{""ProductId"":10375,""Amount"":4},{""ProductId"":10243,""Amount"":0},{""ProductId"":10199,""Amount"":0},{""ProductId"":10128,""Amount"":3},{""ProductId"":10222,""Amount"":11},{""ProductId"":10446,""Amount"":5},{""ProductId"":10048,""Amount"":3},{""ProductId"":10328,""Amount"":0}]"
"ObjectId(""6296b205fc39a4381467502a"")",1790,"2020-02-19T03:03:31.000Z","{""Credit"":{""Quotes"":3,""Back"":""Banco Ripley""}}","[{""ProductId"":10373,""Amount"":1},{""ProductId"":10298,""Amount"":1},{""ProductId"":10368,""Amount"":4},{""ProductId"":10007,""Amount"":3},{""ProductId"":10478,""Amount"":1},{""ProductId"":10428,""Amount"":1},{""ProductId"":10475,""Amount"":3},{""ProductId"":10077,""Amount"":3},{""ProductId"":10141,""Amount"":7},{""ProductId"":10111,""Amount"":1}]"
"ObjectId(""6296b205fc39a4381467502b"")",1417,"2020-06-20T01:23:40.000Z","{""Cash"":""Cash""}","[{""ProductId"":10411,""Amount"":3},{""ProductId"":10224,""Amount"":1},{""ProductId"":10248,""Amount"":0},{""ProductId"":10222,""Amount"":11},{""ProductId"":10132,""Amount"":1},{""ProductId"":10009,""Amount"":0},{""ProductId"":10093,""Amount"":2}]"
"ObjectId(""6296b205fc39a4381467502c"")",1730,"2019-01-11T21:06:22.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10194,""Amount"":3}]"
"ObjectId(""6296b205fc39a4381467502d"")",1637,"2019-07-07T06:51:04.000Z","{""Cash"":""Cash""}","[{""ProductId"":10392,""Amount"":3},{""ProductId"":10360,""Amount"":0},{""ProductId"":10476,""Amount"":2},{""ProductId"":10105,""Amount"":1},{""ProductId"":10374,""Amount"":2},{""ProductId"":10007,""Amount"":3},{""ProductId"":10415,""Amount"":1},{""ProductId"":10179,""Amount"":5},{""ProductId"":10137,""Amount"":2},{""ProductId"":10263,""Amount"":3},{""ProductId"":10128,""Amount"":3},{""ProductId"":10418,""Amount"":7},{""ProductId"":10122,""Amount"":5}]"
"ObjectId(""6296b205fc39a4381467502e"")",1208,"2019-07-25T22:43:56.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Ripley""}}","[{""ProductId"":10472,""Amount"":0},{""ProductId"":10176,""Amount"":1},{""ProductId"":10118,""Amount"":2},{""ProductId"":10264,""Amount"":1},{""ProductId"":10180,""Amount"":1},{""ProductId"":10188,""Amount"":2},{""ProductId"":10102,""Amount"":2},{""ProductId"":10321,""Amount"":11},{""ProductId"":10179,""Amount"":5}]"
"ObjectId(""6296b205fc39a4381467502f"")",1074,"2019-10-07T05:42:49.000Z","{""Cash"":""Debit""}","[{""ProductId"":10363,""Amount"":6},{""ProductId"":10134,""Amount"":9},{""ProductId"":10378,""Amount"":2},{""ProductId"":10231,""Amount"":2},{""ProductId"":10317,""Amount"":2},{""ProductId"":10356,""Amount"":4},{""ProductId"":10483,""Amount"":1},{""ProductId"":10318,""Amount"":1},{""ProductId"":10475,""Amount"":3},{""ProductId"":10359,""Amount"":6},{""ProductId"":10264,""Amount"":1},{""ProductId"":10141,""Amount"":7},{""ProductId"":10165,""Amount"":3},{""ProductId"":10414,""Amount"":1},{""ProductId"":10322,""Amount"":0},{""ProductId"":10175,""Amount"":3},{""ProductId"":10007,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814675030"")",1613,"2020-04-07T15:12:10.000Z","{""Credit"":{""Quotes"":4,""Back"":""Banco Falabella""}}","[{""ProductId"":10067,""Amount"":6},{""ProductId"":10342,""Amount"":5},{""ProductId"":10463,""Amount"":3},{""ProductId"":10005,""Amount"":0},{""ProductId"":10031,""Amount"":4},{""ProductId"":10205,""Amount"":4},{""ProductId"":10081,""Amount"":5},{""ProductId"":10165,""Amount"":3},{""ProductId"":10442,""Amount"":1},{""ProductId"":10079,""Amount"":0},{""ProductId"":10008,""Amount"":0},{""ProductId"":10423,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814675031"")",1515,"2019-07-19T23:54:40.000Z","{""Cash"":""Cash""}","[{""ProductId"":10458,""Amount"":1},{""ProductId"":10049,""Amount"":3},{""ProductId"":10116,""Amount"":0},{""ProductId"":10097,""Amount"":0}]"
"ObjectId(""6296b205fc39a43814675032"")",1385,"2019-09-16T02:17:23.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10062,""Amount"":4},{""ProductId"":10490,""Amount"":2},{""ProductId"":10200,""Amount"":4},{""ProductId"":10446,""Amount"":5},{""ProductId"":10353,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814675033"")",1086,"2020-10-27T18:01:34.000Z","{""Cash"":""Debit""}","[{""ProductId"":10019,""Amount"":3},{""ProductId"":10445,""Amount"":4},{""ProductId"":10456,""Amount"":0},{""ProductId"":10074,""Amount"":4},{""ProductId"":10034,""Amount"":0},{""ProductId"":10315,""Amount"":3},{""ProductId"":10335,""Amount"":0},{""ProductId"":10067,""Amount"":6},{""ProductId"":10404,""Amount"":3},{""ProductId"":10264,""Amount"":1},{""ProductId"":10326,""Amount"":1},{""ProductId"":10275,""Amount"":3},{""ProductId"":10109,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675034"")",1208,"2020-04-19T15:09:03.000Z","{""Credit"":{""Quotes"":4,""Back"":""BBVA""}}","[{""ProductId"":10375,""Amount"":4},{""ProductId"":10200,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675035"")",1987,"2019-10-23T15:26:59.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Pichincha""}}","[{""ProductId"":10389,""Amount"":1},{""ProductId"":10448,""Amount"":1},{""ProductId"":10246,""Amount"":0},{""ProductId"":10252,""Amount"":3},{""ProductId"":10356,""Amount"":4},{""ProductId"":10431,""Amount"":5},{""ProductId"":10241,""Amount"":1},{""ProductId"":10038,""Amount"":2},{""ProductId"":10281,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675036"")",1889,"2020-11-18T14:51:52.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10254,""Amount"":1},{""ProductId"":10252,""Amount"":3},{""ProductId"":10460,""Amount"":0},{""ProductId"":10222,""Amount"":11},{""ProductId"":10010,""Amount"":8},{""ProductId"":10311,""Amount"":0},{""ProductId"":10288,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814675037"")",1701,"2019-05-15T05:41:17.000Z","{""Cash"":""Debit""}","[{""ProductId"":10200,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814675038"")",1516,"2019-04-18T11:31:37.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco Falabella""}}","[{""ProductId"":10358,""Amount"":0},{""ProductId"":10299,""Amount"":2},{""ProductId"":10306,""Amount"":2},{""ProductId"":10316,""Amount"":1},{""ProductId"":10356,""Amount"":4},{""ProductId"":10411,""Amount"":3},{""ProductId"":10021,""Amount"":3},{""ProductId"":10225,""Amount"":7},{""ProductId"":10148,""Amount"":3},{""ProductId"":10134,""Amount"":9},{""ProductId"":10179,""Amount"":5},{""ProductId"":10010,""Amount"":8},{""ProductId"":10259,""Amount"":1},{""ProductId"":10345,""Amount"":2}]"
